generation,environment,reward,maintenance,environment_match,world_coherent,organism_coherent,world_self_distance,world_self_corridor,self_mediator_strength,self_reference_reachable,organism_recurrent_coupling,policy_to_self_coupling,recurrent_rho,self_model_closure,self_model_action_used,self_model_action_intervention,action_source,chosen_candidate_index,candidate_count,prediction_error,persistence_baseline_error,policy_change_norm,memory_slots,mean_resource,retained_fraction,export_fraction,self_model_excess_export_norm,self_model_excess_exports_total
24,self_world_A,0.717192650798409,0.5321715405598423,0.6988083671635774,True,True,0.9324444612234783,True,0.5996277124232293,False,1.352816325926284,1.0470532643595463,0.9768187889791935,False,False,False,model_free,1,2,0.021310197251148497,0.03155868886777471,0.11,3,0.5435545582537117,0.9545744808089014,0.04542551919109856,0.0,0
25,self_world_A,0.7225965938596306,0.5558278249238899,0.6983615913542266,True,True,0.9338368947294697,True,0.6038666179605833,False,1.3688859900582757,1.0170985117048672,0.987513085181024,False,False,False,model_free,0,2,0.012126057070165732,0.013647471785609438,0.07828647705830274,3,0.5679145795448988,0.9575417343025541,0.0424582656974457,0.0,0
26,self_world_A,0.7261655775001685,0.5713932381708059,0.6983615913542266,True,True,0.9360569640747897,True,0.6062830333399116,False,1.3757716869626355,1.016436830161507,0.9904517107592015,False,False,False,model_free,0,2,0.012257325190028983,0.008936414110195159,6.505213034913027e-19,3,0.584011984685039,0.959364458870755,0.040635541129244966,0.0,0
27,self_world_A,0.7206173989177005,0.5818733133253463,0.6847441304881323,True,True,0.9380582915535186,True,0.6078425745348272,False,1.3805012052163343,0.8156316285965532,0.9914300301636986,False,False,False,model_free,1,2,0.013554682125617308,0.011516756635165359,0.07597414530450375,3,0.594913935871824,0.9605293331289241,0.03947066687107597,0.0,0
28,self_world_A,0.7295858743957238,0.5911044629942531,0.6983615913542266,True,True,0.9396417447583145,True,0.6088800757939536,False,1.3847963480208225,0.8112354144099323,0.9922663096250982,False,False,False,model_free,0,2,0.014459298816359063,0.011101287694310069,0.07597414530450375,3,0.6044430542356388,0.9616365663497057,0.03836343365029421,0.0,0
29,self_world_A,0.7306005910569469,0.5980163877885339,0.6983615913542266,True,True,0.9413192707845317,True,0.6098108478701224,False,1.386035020534735,0.8054098397957432,0.9926034518311101,False,False,False,model_free,0,2,0.012122785678942944,0.00393855341694464,2.168404344971009e-19,3,0.6115936014860038,0.9624585949719076,0.03754140502809233,0.0,0
30,self_world_A,0.7197586965212344,0.60422307486809,0.676435084853747,True,True,0.9426892525407066,True,0.6105068998689389,False,1.3808970082083476,0.8590936040604915,0.9935599764452133,False,False,False,model_free,1,2,0.015195420940245685,0.013212081127144639,0.07086116601786152,3,0.6179797149972649,0.9632614375527897,0.03673856244721028,0.0,0
31,self_world_A,0.7316781374559187,0.6087043140081222,0.6983615913542266,True,True,0.9440722629454238,True,0.611146937887178,False,1.3803735316651382,0.8588372247952512,0.9934083877512583,False,False,False,model_free,0,2,0.016733633930390082,0.012999738564677524,0.07086116601786152,3,0.6226541806430683,0.9637376253291203,0.03626237467087967,0.0,0
32,self_world_B,0.794331714508381,0.5843273050559763,0.8309251736785285,True,True,0.9095608041286068,True,0.3626930174137706,False,1.4027601843833395,0.8640562165348754,0.9932204344664903,False,False,False,model_free,0,2,0.0041056996945838895,0.013587066675903349,3.529906531158615e-18,3,0.5978588322262367,0.9612018132454938,0.03879818675450626,0.0,0
33,self_world_B,0.8081025441286973,0.570509312692988,0.8656701849401353,True,True,0.895774585069307,True,0.3637435728921233,False,1.397844829192454,0.9355568225563856,0.9932823980484322,False,False,False,model_free,1,2,0.014268280892872177,0.020336588197391037,0.07552732665822792,3,0.5839184631376395,0.9597370623375295,0.040262937662470424,0.0,0
