generation,environment,reward,maintenance,environment_match,world_coherent,organism_coherent,world_self_distance,world_self_corridor,self_mediator_strength,self_reference_reachable,organism_recurrent_coupling,policy_to_self_coupling,recurrent_rho,self_model_closure,self_model_action_used,self_model_action_intervention,action_source,chosen_candidate_index,candidate_count,prediction_error,persistence_baseline_error,policy_change_norm,memory_slots,mean_resource,retained_fraction,export_fraction,self_model_excess_export_norm,self_model_excess_exports_total
65,self_world_C,0.49108045518307597,0.5327711369128475,0.284754052951259,True,True,0.8369433249647885,True,0.21282003509341074,True,1.4377662172511094,0.6465639113848936,0.9940048777485282,True,True,False,self_model,0,5,0.012995853191609962,0.014673727429486787,0.11,3,0.5460926524419595,0.9553988401550826,0.04460115984491732,0.0,0
66,self_world_C,0.48528814928363817,0.5272637340909931,0.2761372104495181,True,True,0.8297780781025342,True,0.21345253620693105,True,1.4387803206603496,0.6469627475886368,0.9940959587877177,True,True,False,self_model,0,5,0.0020940469982440525,0.0037763536461687675,0.018321237803856312,3,0.540340018577648,0.9546290277084,0.045370972291600066,0.0,0
67,self_world_C,0.5073401246297802,0.5276619548381508,0.31855695479565965,True,True,0.8260224250228387,True,0.21379005004255547,True,1.4377185388726128,0.6514835182715443,0.9942577066833832,True,True,True,self_model,4,5,0.013494435722634342,0.014572600114178484,0.0977741199127146,3,0.5407377372334153,0.9547473746119822,0.04525262538801787,0.0,0
68,self_world_C,0.4704695086568881,0.5240079623381306,0.2493797838955258,True,True,0.8263449501865704,True,0.21378351239997367,True,1.440409407597098,0.649734538426031,0.9942598452232206,True,True,True,self_model,4,5,0.014721753602767396,0.017923904496536594,0.10999999999999999,3,0.5368749171731432,0.9541852277514896,0.04581477224851026,0.0,0
69,self_world_C,0.47624943360069383,0.5247854545137433,0.25966206798249675,True,True,0.8238237190999269,True,0.21400051456384997,True,1.4384253068957367,0.6487443181295244,0.9942693438998016,True,True,True,self_model,4,5,0.020951859456793415,0.02213435382930381,0.07877672851739113,3,0.5375844300722475,0.9543793463134433,0.045620653686556725,0.0,0
70,self_world_C,0.4961086186741773,0.5278330383657971,0.2960585114368208,True,True,0.8243964177853268,True,0.21398001915880394,True,1.437935854334884,0.6502792760921567,0.9942688739563157,True,True,True,self_model,3,5,0.011232041119233422,0.011717429581830089,0.0778512768743995,3,0.540742645828418,0.9548055018375251,0.0451944981624749,0.0,0
71,self_world_C,0.4931941366072285,0.5250806732129173,0.2910221447893936,True,True,0.8264446554139494,True,0.21379077290437934,True,1.4377379730622821,0.6326773716824342,0.9942686987534306,True,True,True,self_model,4,5,0.004233840765464408,0.0033408752081500646,0.09721364091294155,3,0.5377958642519848,0.954449246058242,0.04555075394175789,0.0,0
72,self_world_A,0.7208857692411171,0.5596991635757811,0.7122231530990503,True,True,0.9340251392167543,True,0.6034510227923869,True,1.4396793782573336,0.6605689154051437,0.9942520584069938,True,True,True,self_model,4,5,0.025707577517358526,0.03127741422611592,0.09672243789047899,3,0.5729707303540951,0.9588520962219926,0.041147903778007346,0.0,0
73,self_world_A,0.7321450392128774,0.5840400290238504,0.7222087935139919,True,True,0.9372977015475613,True,0.6069715363968936,True,1.4426139692798423,0.6725961518359028,0.9942537702400549,True,True,True,self_model,4,5,0.0036592899202634913,0.013958779472853127,0.05456267862981711,3,0.5976732602691025,0.9617331110755456,0.03826688892445457,0.0,0
74,self_world_A,0.7061157853033324,0.6007717594441317,0.6641270259551931,True,True,0.9409422221784577,True,0.6093868073979583,True,1.4444167173570766,0.6677967697069299,0.9943325968388369,True,True,True,self_model,4,5,0.0141545432925405,0.019974292543657,0.09683449502010832,3,0.6146581698993554,0.963594172141474,0.036405827858526016,0.0,0
75,self_world_A,0.7418200029188621,0.6119646671441514,0.7268793719079164,True,True,0.9440647072494636,True,0.6110152384368788,True,1.4467621998226754,0.6609212444929514,0.9943159735781368,True,True,True,self_model,3,5,0.006541312061077757,0.0063421387735826075,0.09132088951152258,3,0.6260100842447992,0.964781662556899,0.03521833744310092,0.0,0
76,self_world_A,0.6979330927102296,0.6189539095550036,0.6394510954851186,True,True,0.9464280696742816,True,0.6120884969401772,True,1.4460381365390984,0.6609600028961774,0.9943116469404224,True,True,True,self_model,1,5,0.00808807286650258,0.004372506798578679,0.10999999999999999,3,0.6331038764549216,0.9655162930223603,0.03448370697763983,0.0,0
77,self_world_A,0.7315340473769508,0.6232171615704457,0.7016081068992744,True,True,0.9480307841567172,True,0.612757191702526,True,1.4467564834004978,0.6557845031346866,0.9942913424004042,True,True,True,self_model,1,5,0.010558925245268304,0.010121712638053126,0.10241986300034159,3,0.637347970532657,0.9659334176473935,0.03406658235260662,0.0,0
78,self_world_A,0.7120742827260433,0.6259175277765993,0.6625837400133994,True,True,0.9490270046755039,True,0.6131512713551543,True,1.4467151516157306,0.6527792181822163,0.9942821841740763,True,True,True,self_model,2,5,0.008712279217841637,0.0034961034560576716,0.04824778221457986,3,0.6400606193524233,0.9661959567716664,0.033804043228333726,0.0,0
79,self_world_A,0.7422663138630212,0.6272878678968405,0.7190251410624743,True,True,0.949675971483564,True,0.6134020653451484,True,1.447092538702228,0.6494209304581479,0.9943684769231178,True,True,True,self_model,3,5,0.010939000260497857,0.007184527788899495,0.10999999999999999,3,0.6414754746520827,0.9662589598402269,0.03374104015977309,0.0,0
